id,popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
74777,0.262882,70000,0,Absentia,"['Katie Parker', 'Courtney Bell', 'Morgan Peter Brown', 'Dave Levine', 'Justin Gordon']",Mike Flanagan,"['pregnancy', 'declared dead', 'returned alive']",92,"['Mystery', 'Horror', 'Thriller']","['Blue Dot Productions', 'FallBack Plan Productions']",2011-03-03,48,5.7,2011,67857.862981403,0.0
63513,0.107454,0,0,Lady Gaga - Presents The Monster Ball Tour at Madison Square Garden,['Lady Gaga'],Laurieann Gibson,"['concert', 'live concert']",117,['Music'],['Home Box Office (HBO)'],2011-11-21,17,7.7,2011,0.0,0.0
54320,0.260875,500000,0,Love,"['Gunner Wright', 'Wesley Sellick', 'Corey Richardson', 'Bradley Horne', 'Nancy Stelle']",William Eubank,"['isolation', 'space', 'astronaut', 'space station', 'solitude']",90,"['Drama', 'Science Fiction']",['Angels & Airwaves'],2011-02-02,42,5.0,2011,484699.021295736,0.0
73939,0.260544,0,0,Pariah,"['Kim Wayans', 'Aasha Davis', 'Adepero Oduye', 'Charles Parnell']",Dee Rees,"['identity', 'lesbian', 'sapphism', 'dyje', 'teenage sexuality']",86,['Drama'],['Unknown'],2011-12-27,20,6.8,2011,0.0,0.0
73818,0.285594,0,0,The Entitled,"['Ray Liotta', 'Dustin Milligan', 'Kevin Zegers', 'Laura Vandervoort', 'Devon Bostick']",Aaron Woodley,"['ransom', 'gun', 'forest', 'cell phone', 'jobless']",91,['Thriller'],"['South Creek Pictures', 'Dynan Productions', 'Foundation Features']",2011-09-06,19,5.5,2011,0.0,0.0
93188,0.257025,8978040,0,Les bien-aimÃ©s,"['Chiara Mastroianni', 'Catherine Deneuve', 'Ludivine Sagnier', 'Louis Garrel', 'MiloÅ¡ Forman']",Christophe HonorÃ©,"['paris', 'sex', '1970s', 'prague', 'shoe']",139,"['Drama', 'Romance']",['Why Not Productions'],2011-08-17,19,6.6,2011,8703294.40230794,0.0
54662,0.256421,1000000,0,The Future,"['Miranda July', 'Hamish Linklater', 'David Warshofsky', 'Isabella Acres', 'Angela Trimbur']",Miranda July,"['independent film', 'written by director', 'youtube', 'time freezeÂ\xa0', 'woman director']",91,"['Drama', 'Comedy']","['GNK Productions', 'Match Factory, The', 'Medienboard Berlin-Brandenburg']",2011-02-15,16,4.8,2011,969398.042591472,0.0
70821,0.254363,0,0,Cyberbully,"['Emily Osment', 'Kay Panabaker', 'Meaghan Rath', 'Kelly Rowan', 'Jon McLaren']",Charles BinamÃ©,"['suicide attempt', 'bullying', 'betrayal', 'bully', 'betrayal by friend']",90,"['Drama', 'Family']",['Muse Entertainment Enterprises'],2011-07-16,126,6.5,2011,0.0,0.0
60897,0.253351,0,0,"Happiness Is a Warm Blanket, Charlie Brown",['Unknown'],Andrew Beall|Frank Molieri,"['kids and family', 'kids']",44,"['Animation', 'Comedy', 'Family']",['Warner Home Video'],2011-03-29,14,6.9,2011,0.0,0.0
66164,0.383267,0,0,Little Deaths,"['Luke de Lacey', 'Holly Lucas', 'Siubhan Harrison', 'James Oliver Wheatley', 'Jodie Jameson']",Sean Hogan|Andrew Parkinson|Simon Rumley,"['sex', 'tramp', 'sadistic sex', 'pet dogs']",90,"['Horror', 'Thriller', 'Romance']",['Almost Midnight Productions'],2011-02-25,12,3.5,2011,0.0,0.0
70009,0.249978,0,0,The River Murders,"['Ray Liotta', 'Christian Slater', 'Ving Rhames', 'Gisele Fraga', 'Sarah Ann Schultz']",Rich Cowan,['Unknown'],93,"['Thriller', 'Mystery']",['Unknown'],2011-06-30,12,5.7,2011,0.0,0.0
84427,0.249191,0,0,L'Apollonide : Souvenirs de la Maison Close,"['Hafsia Herzi', 'CÃ©line Sallette', 'Jasmine Trinca', 'AdÃ¨le Haenel', 'Alice Barnole']",Bertrand Bonello,"['eroticism', 'prostitution']",122,['Drama'],"['Canal+', 'Arte France', 'Arte France CinÃ©ma']",2011-09-20,33,6.2,2011,0.0,0.0
67911,0.247245,10000000,0,Bucky Larson: Born to Be a Star,"['Nick Swardson', 'Christina Ricci', 'Stephen Dorff', 'Don Johnson', 'Ido Mosseri']",Tom Brady,"['porno star', 'hollywood']",97,['Comedy'],"['Columbia Pictures', 'Happy Madison Productions']",2011-09-09,20,4.3,2011,9693980.42591472,0.0
92398,0.246873,0,0,Cassadaga,"['Kelen Coleman', 'Louise Fletcher', 'Kevin Alejandro', 'Lucius Baston', 'Christina Bach']",Anthony DiBlasi,['Unknown'],108,"['Horror', 'Thriller']","['Cassadaga Film Production', 'Poiley Wood Entertainment']",2011-10-22,11,3.3,2011,0.0,0.0
98568,0.246407,0,0,Enter Nowhere,"['Sara Paxton', 'Scott Eastwood', 'Shaun Sipos', 'Katherine Waterston', 'Leigh Lezark']",Jack Heller,['Unknown'],90,"['Horror', 'Thriller', 'Science Fiction', 'Mystery']",['Unknown'],2011-10-22,16,6.3,2011,0.0,0.0
51995,0.244752,8000000,0,Salvation Boulevard,"['Jennifer Connelly', 'Marisa Tomei', 'Pierce Brosnan', 'Ed Harris', 'Greg Kinnear']",George Ratliff,"['pastor', 'church service', 'spirituality', 'religion']",96,"['Comedy', 'Thriller', 'Action', 'Drama']",['Mandalay Vision'],2011-07-15,12,4.9,2011,7755184.34073177,0.0
78093,0.2438,0,0,Alyce Kills,"['Jade Dornfeld', 'Tamara Feldman', 'James Duval', 'Larry Cedar', 'Eddie Rouse']",Jay Lee,['Unknown'],90,"['Horror', 'Thriller']","['Scream HQ', 'Social Construct']",2011-09-14,18,5.8,2011,0.0,0.0
47761,0.239333,0,0,The Witches of Oz,"['Christopher Lloyd', 'Sean Astin', 'Mia Sara', 'Ethan Embry', 'Paulie Redding']",Leigh Scott,['Unknown'],164,"['Fantasy', 'Drama', 'Action']",['Unknown'],2011-01-01,14,4.3,2011,0.0,0.0
61537,0.237352,0,0,Burn Notice: The Fall of Sam Axe,"['Bruce Campbell', 'Chandra West', 'Kiele Sanchez', 'John Diehl', 'Kiele Sanchez']",Jeffrey Donovan,"['binoculars', 'military police']",120,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']","['FoxTelecolombia', 'Fuse Entertainment']",2011-04-17,17,6.6,2011,0.0,0.0
54293,0.252508,0,0,Zeitgeist: Moving Forward,"['Robert Sapolsky', 'GÃ¡bor MÃ¡tÃ©', 'Richard G. Wilkinson', 'James Gilligan', 'John McMurtry']",Peter Joseph,['independent film'],201,['Documentary'],['Gentle Machine Productions LLC'],2011-01-15,39,7.2,2011,0.0,0.0
98344,0.191228,25000000,0,è³½å¾·å…‹Â·å·´èŠ (ä¸Š)  å¤ªé™½æ——,"['Umin Boya', 'Chi-Wei Cheng', 'Lin Ching-Tai', 'Masanobu Ando', 'Vivian Hsu']",Te-Sheng Wei,['Unknown'],144,"['Drama', 'Action', 'History']",['ARS Film Production'],2011-04-09,11,6.0,2011,24234951.0647868,0.0
99494,0.23431,0,0,Hideaways,"['Rachel Hurd-Wood', 'Thomas Brodie-Sangster', 'Tom Collins', 'Lesley Conroy', 'Stuart Graham']",AgnÃ¨s Merlet,['woman director'],90,['Fantasy'],"['FidÃ©litÃ© Productions', 'Octagon Films', 'Filmgate Films']",2011-11-23,13,6.1,2011,0.0,0.0
54557,0.233072,0,0,The Chaperone,"['Paul Michael LÃ©vesque', 'Kevin Corrigan', 'JosÃ© ZÃºÃ±iga', 'Kevin Rankin', 'Ariel Winter']",Stephen Herek,['Unknown'],103,"['Comedy', 'Family', 'Action']","['WWE Studios', 'Snowfall Films']",2011-02-11,18,5.7,2011,0.0,0.0
65945,0.233002,0,0,Red Faction: Origins,"['Tamzin Merchant', 'Danielle Nicolet', 'Brian J. Smith', 'Kate Vernon', 'Devon Graye']",Michael Nankin,['Unknown'],91,['Science Fiction'],"['Universal Cable Productions', 'THQ']",2011-06-04,13,5.0,2011,0.0,0.0
60803,0.229734,0,0,The Suite Life Movie,"['Cole Sprouse', 'Dylan Sprouse', 'Brenda Song', 'Debby Ryan', 'Matthew Timmons']",Sean McNamara,"['based on tv series', 'twins', 'teenager', 'human experiment']",79,"['Adventure', 'Comedy', 'Drama', 'Family', 'TV Movie']",['Disney Channel'],2011-03-25,73,5.4,2011,0.0,0.0
91551,0.228643,3,0,Death of a Superhero,"['Andy Serkis', 'Thomas Brodie-Sangster', 'Michael McElhatton', 'Sharon Horgan', 'Aisling Loftus']",Ian Fitzgibbon,['Unknown'],97,"['Animation', 'Drama']","['Bavaria Pictures', 'Grand Pictures', 'Picture Circle']",2011-05-04,30,6.5,2011,2.90819412777441,0.0
69278,0.094131,600000,0,Fase 7,"['Daniel Hendler', 'JazmÃ\xadn Stuart', 'Yayo Guridi', 'Federico Luppi', 'Abian Vainstein']",NicolÃ¡s Goldbart,"['gun', 'supermarket', 'knife', 'neighbor', 'epidemic']",95,"['Thriller', 'Science Fiction', 'Foreign']",['Instituto Nacional de Cine y Artes Audiovisuales (INCAA)'],2011-07-13,12,4.7,2011,581638.825554883,0.0
73144,0.217789,0,0,Portal: No Escape,"['Danielle Rayne', 'Alex Albrecht', 'Brad Arnold', 'James Logan']",Dan Trachtenberg,['Unknown'],7,['Science Fiction'],['Unknown'],2011-08-23,23,6.9,2011,0.0,0.0
63197,0.21606,0,0,Megan is Missing,"['Amber Perkins', 'Rachel Quinn', 'Dean Waite', 'Jael Elizabeth Steinmeyer', 'Kara Wang']",Michael Goi,"['predator', 'camcorder', 'independent film', 'teenage girl', 'internet']",85,"['Drama', 'Horror', 'Mystery', 'Thriller']",['Unknown'],2011-05-01,32,5.6,2011,0.0,0.0
30618,0.214172,25000000,0,Bunraku,"['Josh Hartnett', 'Demi Moore', 'Woody Harrelson', 'Ron Perlman', 'Gackt Camui']",Guy Moshe,"['bartender', 'revenge', 'drifter', 'uncle nephew relationship']",118,"['Thriller', 'Action', 'Drama']","['Ram Bergman Productions', 'Snoot Entertainment', 'Picturesque Films', 'Outpost Studios']",2011-09-01,61,5.6,2011,24234951.0647868,0.0
168210,0.212229,15000000,0,Bag of Bones,"['Pierce Brosnan', 'Melissa George', 'Annabeth Gish', 'Anika Noni Rose', 'Matt Frewer']",Mick Garris,"['rape', 'drowning', 'based on novel', 'lake', 'grave']",157,"['Drama', 'Horror']","['Headline Pictures', 'Nice Guy Productions', 'Sennet Entertainment']",2011-12-10,26,5.5,2011,14540970.638872,0.0
73958,0.211125,0,0,Wonders of the Universe,['Brian Cox'],Chris Holt|Stephen Cooter|Michael Lachmann,"['star', 'time', 'light', 'supernova', 'universe']",240,['Documentary'],"['BBC', 'Discovery Channel', 'Science Channel']",2011-03-06,10,6.6,2011,0.0,0.0
82914,0.330422,1000000,0,Fastest,"['Valentino Rossi', 'Ben Spies', 'Jorge Lorenzo', 'Casey Stoner', 'Marco Simoncelli']",Mark Neale,"['sport', 'motorcycle racing']",110,['Documentary'],['Media X International'],2011-09-20,17,7.3,2011,969398.042591472,0.0
92395,0.208455,0,0,Evidence,"['Ryan McCoy', 'Brett Rosenberg', 'Abigail Richie', 'Ashley Bracken']",Howie Askins,['found footage'],78,['Horror'],['RynoRyder Productions Inc.'],2011-02-28,19,4.8,2011,0.0,0.0
64320,0.207216,0,0,Good Neighbours,"['Jay Baruchel', 'Scott Speedman', 'Emily Hampshire', 'Gary Farmer', 'Xavier Dolan']",Jacob Tierney,['Unknown'],99,"['Thriller', 'Drama']",['Park Ex Pictures'],2011-06-03,10,5.8,2011,0.0,0.0
88096,0.2065,0,0,Prep & Landing: Naughty vs. Nice,"['Sarah Chalke', 'Dave Foley', 'Emily Alyn Lind', 'Chris Parnell', 'Derek Richardson']",Kevin Deters|Stevie Wermers,['holiday'],22,"['Animation', 'Comedy']",['Unknown'],2011-12-05,16,6.2,2011,0.0,0.0
81167,0.271394,0,0,Woody Allen: A Documentary,"['Woody Allen', 'Diane Keaton', 'Scarlett Johansson', 'PenÃ©lope Cruz', 'Sean Penn']",Robert B. Weide,"['new york', 'star', 'interview', 'biography', 'tribute']",192,['Documentary'],"['Insurgent Media', 'Rat Entertainment', ""Mike's Movies"", 'Whyaduck Productions']",2011-11-20,37,7.6,2011,0.0,0.0
75190,0.1052,0,0,Jeff Dunham: Controlled Chaos,['Jeff Dunham'],Michael Simon,"['humor', 'sketch', 'ventriloquist', 'comedy', 'spectacle']",90,['Comedy'],['Unknown'],2011-09-27,11,6.5,2011,0.0,0.0
73562,0.202351,0,0,La guerre est dÃ©clarÃ©e,"['ValÃ©rie Donzelli', 'JÃ©rÃ©mie ElkaÃ¯m', 'Gabriel ElkaÃ¯m', 'Brigitte Sy', 'CÃ©sar Desseix']",ValÃ©rie Donzelli,['woman director'],100,['Drama'],['Rectangle Productions.'],2011-05-10,41,7.1,2011,0.0,0.0
70703,0.047609,0,0,The Captains,"['William Shatner', 'Patrick Stewart', 'Avery Brooks', 'Kate Mulgrew', 'Scott Bakula']",William Shatner,['space opera'],97,"['Documentary', 'Science Fiction']","['Le Big Boss Productions', 'Ballinran Productions', '455 Films']",2011-07-22,22,6.2,2011,0.0,0.0
78294,0.246038,0,0,Panic Button,"['Scarlett Alice Johnson', 'Jack Gordon', 'Michael Jibson', 'Elen Rhys', 'Joshua Richards']",Chris Crow,['Unknown'],96,"['Horror', 'Thriller']",['Movie Mogul Films'],2011-08-27,24,4.9,2011,0.0,0.0
105945,0.196225,4200000,0,Memorial Day,"['Jonathan Bennett', 'James Cromwell', 'Jackson Bond', 'Mary Kay Fortier-Spalding', 'Emily Fradenburgh']",Sam Fischer	,"['military weapons', 'warbird', 'insurgent', 'army national guard', 'shrapnel']",108,"['Action', 'Drama', 'Family', 'History', 'War']","['185 Trax', '7th Sense Films']",2011-06-06,12,5.6,2011,4071471.77888418,0.0
137145,0.195415,650000,0,247Â°F,"['Scout Taylor-Compton', 'Travis Van Winkle', 'Michael Copon', 'Christina Ulloa', 'Tyler Mane']",Levan Bakhia|Beqa Jguburia,"['sauna', 'heat', 'steam room', 'locked up']",90,"['Horror', 'Thriller']","['Sarke Studio', 'Imedi Films', 'Foley Walkers Studio']",2011-09-01,22,5.4,2011,630108.727684457,0.0
76346,0.189998,0,0,The Ballad of Nessie,['Billy Connolly'],Stevie Wermers,"['scotland', 'character name in title', 'disney short', 'loch ness monster', 'rubber duck']",6,['Animation'],['Walt Disney Animation Studios'],2011-04-13,12,6.7,2011,0.0,0.0
76360,0.188644,0,0,6 Days to Air: The Making of South Park,"['Trey Parker', 'Matt Stone', 'Bill Hader']",Arthur Bradford,['tv show'],42,['Documentary'],['Comedy Central'],2011-10-09,15,6.6,2011,0.0,0.0
80530,0.070508,0,0,Magic Beyond Words: The JK Rowling Story,"['Poppy Montgomery', 'Emily Holmes', 'Antonio Cupo', 'Janet Kidder', 'Madison Desjarlais']",Paul A. Kaufman,"['biography', 'fictionalized biography', 'multiple sclerosis']",87,"['Drama', 'TV Movie']","['Lifetime Television', 'Media Max Productions']",2011-07-18,23,7.2,2011,0.0,0.0
74945,0.184658,0,0,La Nouvelle Guerre des boutons,"['Laetitia Casta', 'Guillaume Canet', 'Jean Texier', 'Ilona Bachelier', 'ClÃ©ment Godefroy']",Christophe Barratier,"['button', 'war context']",100,"['Adventure', 'Family']",['La Petite Reine'],2011-09-20,66,5.7,2011,0.0,0.0
59726,0.103268,0,0,Wake Wood,"['Aidan Gillen', 'Eva Birthistle', 'Timothy Spall', 'Ella Connolly', 'Amelia Crowley']",David Keating,"['death of a child', 'grief', 'pagan']",90,"['Drama', 'Horror', 'Thriller', 'Foreign']","['Hammer Film Productions', 'Radio TelÃ©fis Ã‰ireann', 'Bord Scannan na hEireann / Irish Film Board', 'Vertigo Films', 'Fantastic Films']",2011-03-25,15,6.3,2011,0.0,0.0
58253,0.183134,0,0,"Toi, moi, les autres","['LeÃ¯la Bekhti', 'Benjamin Siksou', 'CÃ©cile Cassel', 'Chantal Lauby', 'Nicolas BrianÃ§on']",Audrey Estrougo,['woman director'],0,"['Music', 'Romance']",['Unknown'],2011-02-22,17,5.2,2011,0.0,0.0
47320,0.028666,0,0,Cherry,"['Kyle Gallner', 'Laura Allen', 'Britt Robertson', 'Esai Morales', 'John Judd']",Jeffrey Fine,['Unknown'],99,"['Comedy', 'Drama', 'Romance']",['Unknown'],2011-10-01,19,6.6,2011,0.0,0.0
63579,0.181614,0,0,Project Nim,"['Bob Angelini', 'Bern Cohen', 'Reagan Leonard']",James Marsh,"['love of animals', 'wild animal']",93,"['Documentary', 'Foreign']",['Unknown'],2011-07-08,19,7.2,2011,0.0,0.0
61348,0.144722,0,0,The Lost Valentine,"['Jennifer Love Hewitt', 'Betty White', 'Sean Faris', 'Gil Gerard', 'Meghann Fahy']",Darnell Martin,"['wheelchair', 'rescue', 'therapy', 'woman director']",100,"['TV Movie', 'Romance', 'Drama']",['Hallmark Hall of Fame Productions'],2011-01-30,22,7.3,2011,0.0,0.0
54597,0.180846,0,0,Blood Out,"['50 Cent', 'Val Kilmer', 'Luke Goss', 'Vinnie Jones', 'AnnaLynne McCord']",Jason Hewitt,['Unknown'],90,"['Action', 'Adventure', 'Thriller']",['Lions Gate Entertainments'],2011-04-25,18,6.3,2011,0.0,0.0
106631,0.179587,0,0,Hetjur Valhallar - ÃžÃ³r,"['Justin Gregg', 'Paul Tylak', 'Nicola Coughlan', 'Liz Lloyd', 'Alan Stanford']",Oskar JÃ³nasson|Toby Genkel|Gunnar Karlsson,['Unknown'],80,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['Ulysse Production', 'Nordisk Film']",2011-10-14,14,5.1,2011,0.0,0.0
60164,0.179339,2000000,0,The Speed of Thought,"['Nick Stahl', 'Taryn Manning', 'Wallace Shawn', 'MÃ\xada Maestro']",Evan Oppenheimer,['telepathy'],94,"['Action', 'Thriller', 'Science Fiction']","['Black Sand Pictures', 'Soho Screen Productions', 'Highland Film Group']",2011-04-29,11,3.0,2011,1938796.08518294,0.0
31880,0.250308,0,0,The Pool Boys,"['Efren Ramirez', 'Matthew Lillard', 'Brett Davern', 'Jennifer Walcott', 'Rachelle Lefevre']",J.B. Rogers,"['prostitute', 'swimming pool', 'independent film', 'teen movie']",84,['Comedy'],"['A-Mark Entertainment', 'Zide-Perry Productions', 'FlipZide Pictures', 'Project 8 Films', 'Parallel Media']",2011-09-30,15,4.6,2011,0.0,0.0
68419,0.174743,1000000,0,Anuvahood,"['Adam Deacon', 'Ollie Barbieri ', 'Jazzie Zonzolo', 'Michael Vu', 'Richie Campbell']",Adam Deacon|Daniel Toland,['Unknown'],88,"['Comedy', 'Foreign']","['Gunslinger', 'Gateway Films', 'Cabin Fever Films', 'Creativity Media']",2011-03-18,17,7.3,2011,969398.042591472,0.0
60170,0.208023,0,0,Christopher and His Kind,"['Matt Smith', 'Toby Jones', 'Imogen Poots', 'Lindsay Duncan', 'Iddo Goldberg']",Geoffrey Sax,"['germany', 'gay', 'world war ii', 'post world war ii', 'tv movie']",90,"['Drama', 'Romance']",['Mammoth Screen'],2011-03-19,15,6.7,2011,0.0,0.0
79771,0.215977,0,0,Chillerama,"['Richard Riehle', 'Adam Rifkin', 'Ray Wise', 'Sarah Mutch', 'Owen Benjamin']",Adam Green|Joe Lynch|Adam Rifkin|Tim Sullivan,"['male nudity', 'horror', 'anthology', 'gay interest', 'drive-in theatre']",120,"['Horror', 'Comedy']",['ArieScope Pictures'],2011-10-14,11,5.9,2011,0.0,0.0
73565,0.172285,0,0,Burning Man,"['Matthew Goode', 'Bojana NovakoviÄ‡', 'Essie Davis', 'Rachel Griffiths', 'Elizabeth Blackmore']",Jonathan Teplitzky,['Unknown'],111,"['Comedy', 'Drama', 'Romance']",['Unknown'],2011-09-10,13,6.7,2011,0.0,0.0
79040,0.171586,0,0,Nova Zembla,"['Doutzen Kroes', 'Derek de Lint', 'Jan Decleir', 'Robert de Hoog']",Reinout Oerlemans,"['seefahrt', 'nordmeer', 'survival']",108,"['History', 'Drama']",['Eyeworks Film & TV Drama'],2011-11-23,16,5.5,2011,0.0,0.0
81440,0.169356999999999,0,0,"Good Luck Charlie, It's Christmas!","['Bridgit Mendler', 'Mia Talerico', 'Leigh-Allyn Baker', 'Bradley Steven Perry', 'Jason Dolley']",Arlene Sanford,"['road trip', 'woman director', 'christmas']",85,"['Comedy', 'Family']","['Disney Channel', 'Salty Pictures']",2011-12-02,36,6.1,2011,0.0,0.0
54075,0.169338,0,0,Choose,"['Katheryn Winnick', 'Nicholas Tucci', 'Kevin Pollak', 'Bruce Dern', 'Richard Short']",Marcus Graves,"['one word title', 'killer']",83,"['Crime', 'Drama', 'Horror', 'Thriller']","['The 7th Floor', 'SC Films']",2011-01-17,12,4.0,2011,0.0,0.0
59883,0.18015,5000000,0,Age of the Dragons,"['Danny Glover', 'Vinnie Jones', 'Corey Sevier', 'Sofia Pernas', 'Larry Bagby']",Ryan Little,"['based on novel', 'obsession', 'hero', 'harpoon', 'revenge']",91,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']",['Unknown'],2011-03-21,24,4.3,2011,4846990.21295736,0.0
68472,0.168143,1500000,0,House of the Rising Sun,"['Dave Bautista', 'Amy Smart', 'Dominic Purcell', 'Danny Trejo', 'Debra Harrison-Lowe']",Brian Miller,['Unknown'],90,"['Action', 'Crime', 'Drama', 'Thriller']",['Berkshire Axis Media'],2011-07-19,13,4.0,2011,1454097.0638872,0.0
59115,0.165548,4000000,0,Quarantine 2: Terminal,"['George Back', 'Andrew Bennator', 'Jason Benjamin', 'Bre Blair', 'Lynn Cole']",John Pogue,['Unknown'],86,"['Horror', 'Mystery', 'Science Fiction']",['Sony Pictures Home Entertainment'],2011-06-16,58,4.3,2011,3877592.17036588,0.0
58105,0.123049,0,0,Amanda Knox: Murder on Trial in Italy,"['Hayden Panettiere', 'Vincent Riotta', 'Paolo Romio', 'Marcia Gay Harden', 'Amanda Fernando Stevens']",Robert Dornhelm,['Unknown'],87,"['Crime', 'Drama']",['Unknown'],2011-02-21,17,6.8,2011,0.0,0.0
66607,0.16468,0,0,Salvando al Soldado Perez,"['JoaquÃ\xadn Cosio', 'Gerardo Taracena', 'Jaime Camil', 'Miguel Rodarte', 'JesÃºs Ochoa']",Beto GÃ³mez,['Unknown'],105,"['Action', 'Comedy', 'Foreign']",['Unknown'],2011-03-18,14,6.0,2011,0.0,0.0
82932,0.161003,0,0,I Am,"['Marc Ian Barasch', 'Coleman Barks', 'Jim Carrey', 'Noam Chomsky', 'John Francis']",Tom Shadyac,"['materialism', 'laboratory', 'scientifically inaccurate', 'cooperation']",76,['Documentary'],['Flying Eye Productions'],2011-02-11,11,6.5,2011,0.0,0.0
87178,0.160177,0,0,The Whisperer in Darkness,"['Stephen Blackehart', 'Matt Foyer', 'Barry Lynch', 'Annie Abrams', 'Matt Lagan']",Sean Branney,"['suspense', 'thriller']",104,"['Thriller', 'Science Fiction', 'Horror', 'Mystery']",['Unknown'],2011-03-12,14,6.4,2011,0.0,0.0
83896,0.159707,0,0,Sand Sharks,"['Corin Nemec', 'Brooke Hogan', 'Vanessa Evigan', 'Eric Scott Woods', 'Gina Holden']",Mark Atkins,"['beach', 'monster', 'killer shark', 'syfy']",87,"['Comedy', 'Horror', 'Science Fiction']","['Rogue State', 'Remember Dreaming Productions', 'Little Dragon Productions']",2011-12-20,17,2.1,2011,0.0,0.0
83727,0.155675,0,0,The Theatre Bizarre,"['Udo Kier', 'Virginia Newcomb', 'Amanda Marquardt', 'Amelia M. Gotham', 'Catriona MacColl']",Buddy Giovinazzo|Douglas Buck|David Gregory|Karim Hussain|Tom Savini|Richard Stanley,['horror anthology'],114,['Horror'],"['Severin Films', 'Quota Productions']",2011-07-15,19,5.8,2011,0.0,0.0
82743,0.0684309999999999,0,0,Inbred,"['Jo Hartley', ""Seamus O'Neill"", 'James Doherty', 'James Burrows', 'Neil Leiper']",Alex Chandon,"['chainsaw', 'torture', 'farm house', 'inbreeding']",90,"['Comedy', 'Horror']","['New Flesh Films', 'Split Second Films']",2011-09-30,17,5.3,2011,0.0,0.0
60950,0.1471,2000000,0,Scream of the Banshee,"['Lance Henriksen', 'Lauren Holly', 'Edrick Browne']",Steven C. Miller,['Unknown'],90,['Horror'],['Unknown'],2011-03-26,18,5.1,2011,1938796.08518294,0.0
414419,0.146477,30000000,0,Kill Bill: The Whole Bloody Affair,"['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox', 'Daryl Hannah', 'David Carradine']",Quentin Tarantino,"['sword', 'martial law', 'revenge', 'wedding']",247,"['Crime', 'Action']","['Miramax Films', 'A Band Apart', 'Super Cool ManChu']",2011-03-28,28,8.1,2011,29081941.2777441,0.0
82685,0.145217,0,0,Division III: Football's Finest,"['Andy Dick', 'Marshall Cook', 'Bryan Callen', 'Michael Jace', 'Mo Collins']",Marshall Cook,"['american football', 'fight', 'shower', 'heart', 'ambition']",98,"['Comedy', 'Romance']",['Unknown'],2011-10-14,10,5.2,2011,0.0,0.0
74915,0.140601,1340000,0,Episode 50,"['Josh Folan', 'Chris Perry', 'Natalie Wetta', 'Keithen Hergott', 'Eleanor Wilson']",Joe Smalley|Tess Smalley,['Unknown'],78,"['Horror', 'Thriller', 'Mystery']","['Compound B', 'Impaler Entertainment']",2011-09-16,12,3.3,2011,1298993.37707257,0.0
53776,0.140428,0,0,Poupoupidou,"['Jean-Paul Rouve', 'Sophie Quinton', 'Olivier Rabourdin', 'Guillaume Gouix', 'ArsinÃ©e Khanjian']",GÃ©rald Hustache-Mathieu,"['cheese', 'car crash', 'inheritance', 'drug', 'pretty girl']",102,"['Comedy', 'Crime', 'Mystery']","['France 2 CinÃ©ma', 'Diaphana Productions']",2011-01-12,20,6.1,2011,0.0,0.0
81694,0.135523,97,0,Suing The Devil,"['Malcolm McDowell', 'Shannen Fields', 'Corbin Bernsen', 'Tom Sizemore', 'Bart Bronson']",Timothy A. Chey,['Unknown'],104,"['Comedy', 'Drama', 'Thriller']",['Mouthwatering Productions'],2011-08-26,10,4.1,2011,94.0316101313728,0.0
70338,0.135061,0,0,"A Fairly Odd Movie: Grow Up, Timmy Turner!","['Drake Bell', 'Daniella Monet', 'Jason Alexander', 'Cheryl Hines', 'Susanne Blakeslee']",Savage Steve Holland,['Unknown'],57,"['Family', 'Fantasy']","['Pacific Bay Entertainment Canada', 'Pacific Bay Entertainment']",2011-07-09,27,4.2,2011,0.0,0.0
207475,0.134892,0,0,The Ouija Experiment,"['Justin Armstrong', 'Swisyzinna Moore', 'Carson Underwood', 'Eric Window', 'David Clark']",Israel Luna,['Unknown'],88,['Horror'],"['La Luna Entertainment', 'Out of Body Films']",2011-05-05,22,4.3,2011,0.0,0.0
75964,0.256142,0,0,George Harrison: Living in the Material World,"['George Harrison', 'Paul McCartney', 'John Lennon', 'Ringo Starr', 'Eric Clapton']",Martin Scorsese,"['guitar', 'composer', 'song', 'fame', 'the beatles']",208,"['Music', 'Documentary']",['Unknown'],2011-10-05,24,8.0,2011,0.0,0.0
70574,0.133719,0,0,A Haunting in Salem,"['Bill Oberst Jr.', 'Courtney Abbiati', 'Jenna Stone', 'Nicholas Harsin', 'Carey Van Dyke']",Shane Van Dyke,"['drowning', 'haunted house', 'body possession']",90,"['Horror', 'Thriller']",['Unknown'],2011-08-23,10,2.8,2011,0.0,0.0
64854,0.133595,0,0,Seconds Apart,"['Edmund Entin', 'Gary Entin', 'Samantha Droke', 'Louis Herthum', 'Morgana Shaw']",Antonio Negret,"['brother brother relationship', 'hallucination', 'telekinesis', 'high school', 'twin brother']",89,"['Horror', 'Thriller']",['After Dark Films'],2011-01-28,17,5.7,2011,0.0,0.0
